GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03
9700000US4215150,4215150,"Meyersdale Area School District, Pennsylvania",7238,272,43,28
9700000US4215170,4215170,"Mid Valley School District, Pennsylvania",15311,21,365,205
9700000US4215210,4215210,"Midd-West School District, Pennsylvania",16913,500,51,41
9700000US4215240,4215240,"Middletown Area School District, Pennsylvania",18283,189,801,270
9700000US4215270,4215270,"Midland Borough School District, Pennsylvania",2619,20,138,145
9700000US4215290,4215290,"Mifflin County School District, Pennsylvania",43549,124,460,67
9700000US4215330,4215330,"Millcreek Township School District, Pennsylvania",53780,53,1008,270
9700000US4215360,4215360,"Millersburg Area School District, Pennsylvania",6696,34,107,94
9700000US4215450,4215450,"Millville Area School District, Pennsylvania",5472,227,89,51
9700000US4215480,4215480,"Milton Area School District, Pennsylvania",16800,245,567,243
9700000US4215510,4215510,"Minersville Area School District, Pennsylvania",8803,241,89,65
9700000US4215540,4215540,"Mohawk Area School District, Pennsylvania",10739,262,133,72
9700000US4215600,4215600,"Monessen City School District, Pennsylvania",7682,22,161,126
9700000US4215660,4215660,"Montgomery Area School District, Pennsylvania",7628,245,157,52
9700000US4215720,4215720,"Montour School District, Pennsylvania",25684,79,280,145
9700000US4215750,4215750,"Montoursville Area School District, Pennsylvania",13261,222,102,65
9700000US4215810,4215810,"Montrose Area School District, Pennsylvania",11868,356,171,62
9700000US4215830,4215830,"Moon Area School District, Pennsylvania",27243,33,621,350
9700000US4215900,4215900,"Morrisville Borough School District, Pennsylvania",8731,23,1183,405
9700000US4215960,4215960,"Moshannon Valley School District, Pennsylvania",8893,274,277,78
9700000US4215990,4215990,"Mount Carmel Area School District, Pennsylvania",12544,139,391,317
9700000US4216020,4216020,"Mount Union Area School District, Pennsylvania",9978,457,157,77
9700000US4216050,4216050,"Mountain View School District, Pennsylvania",8561,418,71,44
9700000US4216110,4216110,"Mt. Lebanon School District, Pennsylvania",33072,43,638,366
9700000US4216170,4216170,"Mount Pleasant Area School District, Pennsylvania",17836,284,58,49
9700000US4216200,4216200,"Muhlenberg School District, Pennsylvania",23615,35,3745,486
9700000US4216230,4216230,"Muncy School District, Pennsylvania",7145,306,60,50
9700000US4216290,4216290,"Greater Nanticoke Area School District, Pennsylvania",18918,300,514,156
9700000US4216380,4216380,"Nazareth Area School District, Pennsylvania",27958,156,754,271
9700000US4216410,4216410,"Neshaminy School District, Pennsylvania",70814,332,2865,730
9700000US4216440,4216440,"Neshannock Township School District, Pennsylvania",9550,27,90,83
9700000US4216500,4216500,"Woodland Hills School District, Pennsylvania",47159,505,740,221
9700000US4216530,4216530,"New Brighton Area School District, Pennsylvania",10851,170,103,61
9700000US4216620,4216620,"New Castle Area School District, Pennsylvania",24193,203,387,96
9700000US4216740,4216740,"New Kensington-Arnold School District, Pennsylvania",18174,29,286,142
9700000US4216860,4216860,"New Hope-Solebury School District, Pennsylvania",11202,21,364,211
9700000US4216890,4216890,"Newport School District, Pennsylvania",7465,274,211,93
9700000US4216980,4216980,"Norristown Area School District, Pennsylvania",63870,33,9319,959
9700000US4217010,4217010,"North Allegheny School District, Pennsylvania",50687,63,472,205
9700000US4217100,4217100,"Moniteau School District, Pennsylvania",9475,232,189,167
9700000US4217130,4217130,"North Clarion County School District, Pennsylvania",4843,307,12,15
9700000US4217160,4217160,"North East School District, Pennsylvania",10644,45,145,102
9700000US4217220,4217220,"North Hills School District, Pennsylvania",37888,26,471,163
9700000US4217280,4217280,"North Penn School District, Pennsylvania",98929,91,3382,560
9700000US4217310,4217310,"North Pocono School District, Pennsylvania",20690,514,461,173
9700000US4217370,4217370,"Northampton Area School District, Pennsylvania",41762,140,1416,388
9700000US4217430,4217430,"Riverside Beaver County School District, Pennsylvania",10535,156,11,18
9700000US4217460,4217460,"Northeast Bradford School District, Pennsylvania",5609,334,45,29
9700000US4217520,4217520,"Northeastern York School District, Pennsylvania",23367,466,1491,676
9700000US4217580,4217580,"Northern Bedford County School District, Pennsylvania",6966,269,56,46
9700000US4217610,4217610,"Northern Cambria School District, Pennsylvania",7774,189,14,31
9700000US4217640,4217640,"Northern Lebanon School District, Pennsylvania",17170,209,649,216
9700000US4217670,4217670,"Northern Lehigh School District, Pennsylvania",12998,164,513,236
9700000US4217700,4217700,"Northern Potter School District, Pennsylvania",4582,205,77,38
9700000US4217730,4217730,"Northern Tioga School District, Pennsylvania",14244,1050,92,48
9700000US4217760,4217760,"Northern York County School District, Pennsylvania",21329,157,589,268
9700000US4217770,4217770,"Northgate School District, Pennsylvania",13050,35,159,138
9700000US4217790,4217790,"Northwest Area School District, Pennsylvania",9156,318,116,49
9700000US4217850,4217850,"Northwestern Lehigh School District, Pennsylvania",14925,142,293,145
9700000US4217880,4217880,"Northwestern School District, Pennsylvania",12027,215,351,85
9700000US4217940,4217940,"Norwin School District, Pennsylvania",35650,214,317,128
9700000US4218030,4218030,"Octorara Area School District, Pennsylvania",17640,322,1063,345
9700000US4218090,4218090,"Oil City Area School District, Pennsylvania",15006,230,175,67
9700000US4218120,4218120,"Old Forge School District, Pennsylvania",8299,18,311,164
9700000US4218150,4218150,"Oley Valley School District, Pennsylvania",13347,255,211,132
9700000US4218210,4218210,"Oswayo Valley School District, Pennsylvania",3125,247,17,31
9700000US4218240,4218240,"Otto-Eldred School District, Pennsylvania",4089,255,22,22
9700000US4218270,4218270,"Owen J. Roberts School District, Pennsylvania",32968,230,701,255
9700000US4218300,4218300,"Oxford Area School District, Pennsylvania",25894,238,4032,664
9700000US4218330,4218330,"Palisades School District, Pennsylvania",14941,124,199,146
9700000US4218360,4218360,"Palmerton Area School District, Pennsylvania",14047,204,401,186
9700000US4218390,4218390,"Palmyra Area School District, Pennsylvania",22601,29,445,203
9700000US4218450,4218450,"Panther Valley School District, Pennsylvania",12649,213,569,196
9700000US4218510,4218510,"Parkland School District, Pennsylvania",56031,44,3123,552
9700000US4218570,4218570,"Pen Argyl Area School District, Pennsylvania",12444,23,262,144
9700000US4218580,4218580,"Penn-Delco School District, Pennsylvania",26944,130,664,253
9700000US4218590,4218590,"Penn Hills School District, Pennsylvania",42444,91,633,214
9700000US4218630,4218630,"Penn Manor School District, Pennsylvania",41562,87,2009,439
9700000US4218660,4218660,"Penn-Trafford School District, Pennsylvania",25683,394,74,53
9700000US4218740,4218740,"Penncrest School District, Pennsylvania",24553,353,268,92
9700000US4218750,4218750,"Pennridge School District, Pennsylvania",48822,295,1537,408
9700000US4218780,4218780,"Penns Manor Area School District, Pennsylvania",5753,250,38,34
9700000US4218810,4218810,"Penns Valley Area School District, Pennsylvania",12714,387,86,82
9700000US4218840,4218840,"Pennsbury School District, Pennsylvania",71015,209,2791,572
9700000US4218900,4218900,"Pequea Valley School District, Pennsylvania",21585,23,331,165
9700000US4218930,4218930,"Perkiomen Valley School District, Pennsylvania",38192,114,1127,281
9700000US4218960,4218960,"Peters Township School District, Pennsylvania",21417,23,330,147
9700000US4218990,4218990,"Philadelphia City School District, Pennsylvania",1536704,*****,194714,*****
9700000US4219020,4219020,"Philipsburg-Osceola Area School District, Pennsylvania",15621,357,764,146
9700000US4219050,4219050,"Phoenixville Area School District, Pennsylvania",32187,28,1667,539
9700000US4219140,4219140,"Pine Grove Area School District, Pennsylvania",11779,272,114,76
9700000US4219170,4219170,"Pittsburgh School District, Pennsylvania",309457,63,7966,667
9700000US4219200,4219200,"Pittston Area School District, Pennsylvania",27897,164,492,252
9700000US4219290,4219290,"Pleasant Valley School District, Pennsylvania",33703,190,3276,797
9700000US4219350,4219350,"Plum Borough School District, Pennsylvania",27257,32,456,182
9700000US4219470,4219470,"Colonial School District, Pennsylvania",41835,40,1594,420
9700000US4219500,4219500,"Pocono Mountain School District, Pennsylvania",64239,29,10294,1035
9700000US4219530,4219530,"Port Allegany School District, Pennsylvania",5840,265,35,35
9700000US4219560,4219560,"Portage Area School District, Pennsylvania",6379,54,28,22
9700000US4219650,4219650,"Pottsgrove School District, Pennsylvania",21295,59,666,280
9700000US4219680,4219680,"Pottstown School District, Pennsylvania",22442,28,1124,314
9700000US4219710,4219710,"Pottsville Area School District, Pennsylvania",19926,282,586,258
9700000US4219800,4219800,"Punxsutawney Area School District, Pennsylvania",21100,392,183,102
9700000US4219830,4219830,"Purchase Line School District, Pennsylvania",7185,220,70,68
9700000US4219860,4219860,"Quaker Valley School District, Pennsylvania",13747,264,324,164
9700000US4219890,4219890,"Quakertown Community School District, Pennsylvania",36316,324,1440,522
9700000US4219920,4219920,"Radnor Township School District, Pennsylvania",31482,28,1076,268
9700000US4220040,4220040,"Reading School District, Pennsylvania",87978,39,51249,1049
9700000US4220100,4220100,"Red Lion Area School District, Pennsylvania",38445,262,559,243
9700000US4220130,4220130,"Redbank Valley School District, Pennsylvania",8223,370,35,28
9700000US4220220,4220220,"Reynolds School District, Pennsylvania",9547,329,115,70
9700000US4220250,4220250,"Richland School District, Pennsylvania",14683,172,244,183
9700000US4220310,4220310,"Ridgway Area School District, Pennsylvania",6784,177,40,34
9700000US4220370,4220370,"Ridley School District, Pennsylvania",40310,209,906,323
9700000US4220400,4220400,"Ringgold School District, Pennsylvania",26180,199,351,144
9700000US4220430,4220430,"Riverview School District, Pennsylvania",8625,189,148,80
9700000US4220460,4220460,"Rochester Area School District, Pennsylvania",7015,128,109,69
9700000US4220520,4220520,"Rockwood Area School District, Pennsylvania",5765,250,26,18
9700000US4220550,4220550,"Rose Tree Media School District, Pennsylvania",35397,50,722,234
9700000US4220580,4220580,"South Fayette Township School District, Pennsylvania",14677,22,152,94
9700000US4220640,4220640,"St. Marys Area School District, Pennsylvania",19017,189,110,50
9700000US4220730,4220730,"Salisbury Township School District, Pennsylvania",13582,40,1114,329
9700000US4220760,4220760,"Salisbury-Elk Lick School District, Pennsylvania",2952,182,39,35
9700000US4220850,4220850,"Sayre Area School District, Pennsylvania",8084,237,41,50
9700000US4220910,4220910,"Schuylkill Haven Area School District, Pennsylvania",8283,122,84,49
9700000US4220970,4220970,"Schuylkill Valley School District, Pennsylvania",14971,314,1473,407
9700000US4221090,4221090,"Scranton School District, Pennsylvania",75982,37,7399,594
9700000US4221120,4221120,"Selinsgrove Area School District, Pennsylvania",22798,500,663,42
9700000US4221150,4221150,"Yough School District, Pennsylvania",16254,239,68,53
9700000US4221180,4221180,"Shade-Central City School District, Pennsylvania",3771,141,28,26
9700000US4221200,4221200,"Shaler Area School District, Pennsylvania",39285,34,294,135
9700000US4221240,4221240,"Shamokin Area School District, Pennsylvania",20967,314,536,154
9700000US4221270,4221270,"Shanksville-Stonycreek School District, Pennsylvania",2967,216,1,2
9700000US4221330,4221330,"Sharon City School District, Pennsylvania",13930,56,145,115
9700000US4221420,4221420,"Sharpsville Area School District, Pennsylvania",7689,104,48,39
9700000US4221490,4221490,"Shenandoah Valley School District, Pennsylvania",7895,25,1208,245
9700000US4221510,4221510,"Shenango Area School District, Pennsylvania",8186,124,46,44
9700000US4221540,4221540,"Shikellamy School District, Pennsylvania",22550,240,751,232
9700000US4221570,4221570,"Shippensburg Area School District, Pennsylvania",28333,348,670,206
9700000US4221660,4221660,"Slippery Rock Area School District, Pennsylvania",20663,275,255,90
9700000US4221690,4221690,"Smethport Area School District, Pennsylvania",6007,209,105,81
9700000US4221810,4221810,"Solanco School District, Pennsylvania",32172,219,857,291
9700000US4221840,4221840,"Somerset Area School District, Pennsylvania",21086,140,506,97
9700000US4221870,4221870,"Souderton Area School District, Pennsylvania",45636,198,1223,381
9700000US4221910,4221910,"South Allegheny School District, Pennsylvania",11814,77,103,64
9700000US4221930,4221930,"South Butler County School District, Pennsylvania",18472,194,147,77
9700000US4222050,4222050,"South Middleton School District, Pennsylvania",14771,51,535,252
9700000US4222060,4222060,"South Park School District, Pennsylvania",13469,25,75,72
9700000US4222140,4222140,"South Williamsport Area School District, Pennsylvania",9282,126,58,37
9700000US4222170,4222170,"South Eastern School District, Pennsylvania",19616,343,247,118
9700000US4222200,4222200,"Southeastern Greene School District, Pennsylvania",4445,213,7,13
9700000US4222230,4222230,"South Side Area School District, Pennsylvania",6875,179,101,76
9700000US4222260,4222260,"Southern Columbia Area School District, Pennsylvania",10298,231,119,52
9700000US4222290,4222290,"Southern Fulton School District, Pennsylvania",5423,199,60,27
9700000US4222320,4222320,"Southern Huntingdon County School District, Pennsylvania",7502,328,66,33
9700000US4222350,4222350,"Southern Lehigh School District, Pennsylvania",21236,184,715,321
9700000US4222370,4222370,"Southern Tioga School District, Pennsylvania",16099,527,219,80
9700000US4222380,4222380,"Southern York County School District, Pennsylvania",20624,216,440,225
9700000US4222400,4222400,"Southeast Delco School District, Pennsylvania",30370,62,768,271
9700000US4222410,4222410,"Southmoreland School District, Pennsylvania",15103,264,64,67
9700000US4222440,4222440,"Seneca Valley School District, Pennsylvania",47384,254,392,149
9700000US4222470,4222470,"South Western School District, Pennsylvania",26900,35,789,384
9700000US4222530,4222530,"Spring Cove School District, Pennsylvania",14186,296,146,124
9700000US4222560,4222560,"Spring-Ford Area School District, Pennsylvania",47775,38,1610,471
9700000US4222590,4222590,"Spring Grove Area School District, Pennsylvania",27752,396,534,240
9700000US4222600,4222600,"Springfield School District, Pennsylvania",26917,45,160,101
9700000US4222620,4222620,"Springfield Township School District, Pennsylvania",19483,54,782,318
9700000US4222710,4222710,"Saint Clair Area School District, Pennsylvania",6746,191,91,65
9700000US4222740,4222740,"Tuscarora School District, Pennsylvania",18299,195,249,167
9700000US4222770,4222770,"State College Area School District, Pennsylvania",92325,72,2923,240
9700000US4222790,4222790,"Steel Valley School District, Pennsylvania",16333,184,160,136
9700000US4222800,4222800,"Steelton-Highspire School District, Pennsylvania",8342,278,928,272
9700000US4222830,4222830,"Sto-Rox School District, Pennsylvania",12444,26,53,58
9700000US4222860,4222860,"Stroudsburg Area School District, Pennsylvania",34341,181,3885,839
9700000US4222920,4222920,"Sullivan County School District, Pennsylvania",6419,*****,92,54
9700000US4222980,4222980,"Susquehanna Community School District, Pennsylvania",5382,349,116,60
9700000US4223010,4223010,"Susquehanna Township School District, Pennsylvania",24227,52,1042,368
9700000US4223040,4223040,"Susquenita School District, Pennsylvania",14934,380,207,94
9700000US4223220,4223220,"Tamaqua Area School District, Pennsylvania",16674,249,320,204
9700000US4223250,4223250,"Riverside School District, Pennsylvania",11945,23,548,330
9700000US4223490,4223490,"Titusville Area School District, Pennsylvania",14452,354,209,100
9700000US4223550,4223550,"Towanda Area School District, Pennsylvania",11008,372,182,96
9700000US4223640,4223640,"Tredyffrin-Easttown School District, Pennsylvania",39945,48,782,297
9700000US4223700,4223700,"Tri-Valley School District, Pennsylvania",6576,191,17,18
9700000US4223760,4223760,"Trinity Area School District, Pennsylvania",26076,58,220,109
9700000US4223790,4223790,"Troy Area School District, Pennsylvania",10738,468,131,53
9700000US4223820,4223820,"Tulpehocken Area School District, Pennsylvania",12145,257,436,200
9700000US4223850,4223850,"Tunkhannock Area School District, Pennsylvania",19012,351,167,50
9700000US4223880,4223880,"Turkeyfoot Valley Area School District, Pennsylvania",3032,260,38,43
9700000US4223970,4223970,"Tussey Mountain School District, Pennsylvania",7253,334,52,25
9700000US4224000,4224000,"Twin Valley School District, Pennsylvania",23970,195,311,133
9700000US4224030,4224030,"Tyrone Area School District, Pennsylvania",12723,261,163,99
9700000US4224060,4224060,"Union Area School District, Pennsylvania",5514,141,68,68
9700000US4224090,4224090,"Union City Area School District, Pennsylvania",6703,232,73,60
9700000US4224120,4224120,"Union School District, Pennsylvania",4338,246,9,11
9700000US4224150,4224150,"Uniontown Area School District, Pennsylvania",23450,287,185,89
9700000US4224210,4224210,"Unionville-Chadds Ford School District, Pennsylvania",23857,327,764,186
9700000US4224240,4224240,"United School District, Pennsylvania",7918,272,28,39
9700000US4224300,4224300,"Upper Adams School District, Pennsylvania",10806,405,1180,320
9700000US4224320,4224320,"Upper Darby School District, Pennsylvania",90515,234,3968,652
9700000US4224360,4224360,"Upper Dauphin Area School District, Pennsylvania",9730,328,142,88
9700000US4224390,4224390,"Upper Dublin School District, Pennsylvania",25903,44,841,370
9700000US4224480,4224480,"Upper Merion Area School District, Pennsylvania",34302,89,1409,448
9700000US4224510,4224510,"Upper Moreland Township School District, Pennsylvania",24108,37,1006,356
9700000US4224540,4224540,"Upper Perkiomen School District, Pennsylvania",22438,130,563,305
9700000US4224570,4224570,"Upper Saint Clair School District, Pennsylvania",19272,30,478,232
9700000US4224630,4224630,"Valley Grove School District, Pennsylvania",6711,121,2,3
9700000US4224650,4224650,"Valley View School District, Pennsylvania",18248,22,652,317
9700000US4224750,4224750,"Wallenpaupack Area School District, Pennsylvania",24996,377,930,266
9700000US4224790,4224790,"Wallingford-Swarthmore School District, Pennsylvania",21623,188,711,291
9700000US4224820,4224820,"Warren County School District, Pennsylvania",38314,262,303,27
9700000US4224870,4224870,"Warrior Run School District, Pennsylvania",17549,395,1149,200
9700000US4224960,4224960,"Warwick School District, Pennsylvania",31091,29,928,374
9700000US4224970,4224970,"Wayne Highlands School District, Pennsylvania",21215,430,618,246
9700000US4224990,4224990,"Washington School District, Pennsylvania",15758,157,255,97
9700000US4225080,4225080,"Wattsburg Area School District, Pennsylvania",10415,263,52,37
9700000US4225110,4225110,"Waynesboro Area School District, Pennsylvania",32458,283,605,262
9700000US4225140,4225140,"Weatherly Area School District, Pennsylvania",5011,260,63,35
9700000US4225170,4225170,"Wellsboro Area School District, Pennsylvania",11914,1286,187,73
9700000US4225200,4225200,"West Allegheny School District, Pennsylvania",20450,131,281,157
9700000US4225230,4225230,"West Branch Area School District, Pennsylvania",7553,271,90,77
9700000US4225290,4225290,"West Chester Area School District, Pennsylvania",109527,70,5490,894
9700000US4225440,4225440,"West Greene School District, Pennsylvania",5039,252,3,5
9700000US4225590,4225590,"West Jefferson Hills School District, Pennsylvania",19913,202,78,62
9700000US4225650,4225650,"West Middlesex Area School District, Pennsylvania",7372,158,84,79
9700000US4225680,4225680,"West Mifflin Area School District, Pennsylvania",21618,79,240,117
9700000US4225740,4225740,"West Perry School District, Pennsylvania",18924,341,163,50
9700000US4225830,4225830,"West Shore School District, Pennsylvania",62817,383,2449,462
9700000US4225950,4225950,"Wyoming Valley West School District, Pennsylvania",42092,91,786,327
9700000US4225980,4225980,"West York Area School District, Pennsylvania",23589,108,1380,433
9700000US4226010,4226010,"Mifflinburg Area School District, Pennsylvania",16415,155,345,203
9700000US4226040,4226040,"Western Beaver County School District, Pennsylvania",5476,111,39,30
9700000US4226070,4226070,"Western Wayne School District, Pennsylvania",19026,311,971,227
9700000US4226130,4226130,"Westmont Hilltop School District, Pennsylvania",12803,106,188,117
9700000US4226250,4226250,"Whitehall-Coplay School District, Pennsylvania",30094,60,3795,589
9700000US4226300,4226300,"Wilkes-Barre Area School District, Pennsylvania",59727,157,5550,649
9700000US4226370,4226370,"Wilkinsburg Borough School District, Pennsylvania",15943,25,254,123
9700000US4226390,4226390,"William Penn School District, Pennsylvania",42133,38,1246,452
9700000US4226400,4226400,"Williams Valley School District, Pennsylvania",6887,301,90,65
9700000US4226430,4226430,"Williamsburg Community School District, Pennsylvania",3850,209,47,50
9700000US4226460,4226460,"Williamsport Area School District, Pennsylvania",41879,303,1096,161
9700000US4226520,4226520,"Wilmington Area School District, Pennsylvania",11734,276,102,54
9700000US4226550,4226550,"Wilson Area School District, Pennsylvania",15446,184,1363,427
9700000US4226580,4226580,"Wilson School District, Pennsylvania",38958,285,2655,526
9700000US4226610,4226610,"Windber Area School District, Pennsylvania",8534,283,80,58
9700000US4226700,4226700,"Wyalusing Area School District, Pennsylvania",8982,379,278,97
9700000US4226730,4226730,"Wyoming Area School District, Pennsylvania",19261,248,573,372
9700000US4226760,4226760,"Wyomissing Area School District, Pennsylvania",12512,281,1284,366
9700000US4226820,4226820,"York City School District, Pennsylvania",43808,86,12666,893
9700000US4226850,4226850,"York Suburban School District, Pennsylvania",21825,398,1072,427
9700000US4299997,4299997,"School District Not Defined, Pennsylvania",0,10,0,10
