GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01
9700000US4210530,4210530,"Galeton Area School District, Pennsylvania",2478,129,53.2,2.7,46.8,3.0,12.1,3.8
9700000US4210590,4210590,"Garnet Valley School District, Pennsylvania",23089,406,58.5,1.8,55.1,2.1,5.8,1.6
9700000US4210620,4210620,"Gateway School District, Pennsylvania",26602,258,62.0,1.7,57.2,1.8,7.5,1.4
9700000US4210650,4210650,"General McLane School District, Pennsylvania",14288,402,64.9,3.2,60.3,3.2,7.1,1.7
9700000US4210710,4210710,"Gettysburg Area School District, Pennsylvania",23201,362,58.4,2.0,54.8,2.0,6.0,1.2
9700000US4210740,4210740,"Girard School District, Pennsylvania",8951,259,65.3,2.5,60.2,2.6,7.8,2.1
9700000US4210830,4210830,"Glendale School District, Pennsylvania",4640,193,53.6,2.3,47.3,2.4,11.8,2.3
9700000US4210860,4210860,"Governor Mifflin School District, Pennsylvania",25263,400,68.0,1.9,64.3,1.9,5.4,1.3
9700000US4210870,4210870,"Great Valley School District, Pennsylvania",23894,371,68.1,1.6,64.8,1.6,4.7,1.0
9700000US4210920,4210920,"Greensburg Salem School District, Pennsylvania",21963,411,62.5,2.0,58.2,2.2,6.8,1.3
9700000US4210950,4210950,"Greater Johnstown School District, Pennsylvania",22631,409,52.9,2.0,45.7,2.1,13.6,1.8
9700000US4210980,4210980,"Greater Latrobe School District, Pennsylvania",26131,453,60.7,2.1,56.9,2.2,6.2,1.3
9700000US4211010,4211010,"Greencastle-Antrim School District, Pennsylvania",14913,285,67.6,2.5,63.8,2.5,5.3,1.6
9700000US4211160,4211160,"Greenville Area School District, Pennsylvania",8920,193,55.2,2.7,48.4,3.1,12.3,3.3
9700000US4211190,4211190,"Greenwood School District, Pennsylvania",4351,190,63.6,2.3,59.5,2.3,6.4,1.6
9700000US4211220,4211220,"Grove City Area School District, Pennsylvania",14738,292,59.0,2.1,55.4,2.1,5.6,1.3
9700000US4211310,4211310,"Halifax Area School District, Pennsylvania",6336,251,65.5,2.5,59.7,2.7,8.8,2.4
9700000US4211340,4211340,"Hamburg Area School District, Pennsylvania",14657,315,68.1,1.8,62.3,2.1,8.4,1.4
9700000US4211400,4211400,"Hampton Township School District, Pennsylvania",14554,246,66.4,2.9,63.1,3.0,5.0,1.4
9700000US4211420,4211420,"Hanover Area School District, Pennsylvania",13052,174,58.3,2.5,53.6,2.6,8.0,1.9
9700000US4211450,4211450,"Hanover Public School District, Pennsylvania",12428,373,67.1,2.9,61.3,3.2,8.4,2.5
9700000US4211490,4211490,"Harbor Creek School District, Pennsylvania",14497,276,58.9,2.7,53.1,2.6,9.9,2.0
9700000US4211520,4211520,"Harmony Area School District, Pennsylvania",1926,129,51.2,3.9,44.7,4.1,12.8,3.4
9700000US4211580,4211580,"Harrisburg City School District, Pennsylvania",37391,559,63.7,1.8,53.5,1.8,15.8,1.8
9700000US4211610,4211610,"Hatboro-Horsham School District, Pennsylvania",26921,328,72.9,1.9,66.0,2.0,8.7,1.6
9700000US4211670,4211670,"Haverford Township School District, Pennsylvania",38540,326,68.6,1.2,64.5,1.2,5.7,0.8
9700000US4211700,4211700,"Hazleton Area School District, Pennsylvania",59436,668,59.9,1.1,53.6,1.1,10.4,1.0
9700000US4211730,4211730,"Saucon Valley School District, Pennsylvania",13749,231,64.9,2.5,58.8,2.5,9.4,1.8
9700000US4211760,4211760,"Hempfield Area School District, Pennsylvania",42245,632,60.1,1.5,56.3,1.5,6.1,1.0
9700000US4211790,4211790,"Hempfield School District, Pennsylvania",37915,457,71.0,1.6,65.7,1.7,7.3,1.3
9700000US4211820,4211820,"Hermitage School District, Pennsylvania",13518,270,58.9,2.5,54.5,2.5,7.5,2.1
9700000US4211880,4211880,"Highlands School District, Pennsylvania",17038,325,59.1,2.2,53.5,2.3,9.5,2.0
9700000US4211940,4211940,"Hollidaysburg Area School District, Pennsylvania",22851,350,60.4,1.9,57.5,1.9,4.8,1.3
9700000US4212030,4212030,"Hopewell Area School District, Pennsylvania",15122,241,64.1,2.0,60.2,2.1,5.4,1.3
9700000US4212090,4212090,"Huntingdon Area School District, Pennsylvania",17561,266,46.8,1.6,43.8,1.7,6.2,1.2
9700000US4212150,4212150,"Indiana Area School District, Pennsylvania",29198,271,55.3,2.6,50.0,2.3,9.6,1.9
9700000US4212170,4212170,"Interboro School District, Pennsylvania",19007,327,70.5,1.8,64.7,1.8,8.2,1.2
9700000US4212210,4212210,"Iroquois School District, Pennsylvania",5770,167,64.3,2.9,58.8,3.2,8.6,2.7
9700000US4212300,4212300,"Jamestown Area School District, Pennsylvania",3691,241,55.6,3.2,51.2,3.1,7.8,2.3
9700000US4212330,4212330,"Jeannette City School District, Pennsylvania",8115,198,60.6,3.1,56.8,3.2,6.3,2.2
9700000US4212390,4212390,"Jefferson-Morgan School District, Pennsylvania",5083,185,50.8,3.2,47.6,3.1,6.3,2.4
9700000US4212420,4212420,"Jenkintown School District, Pennsylvania",3596,131,65.4,5.0,62.9,5.4,3.8,2.8
9700000US4212480,4212480,"Jersey Shore Area School District, Pennsylvania",14626,437,65.4,2.4,60.3,2.4,7.8,1.4
9700000US4212540,4212540,"Jim Thorpe Area School District, Pennsylvania",12534,347,59.0,3.1,52.1,3.1,11.6,2.6
9700000US4212570,4212570,"Johnsonburg Area School District, Pennsylvania",3831,204,59.3,3.6,54.4,4.0,7.8,3.7
9700000US4212600,4212600,"Juniata County School District, Pennsylvania",19037,123,61.8,1.3,57.0,1.4,7.6,1.1
9700000US4212630,4212630,"Juniata Valley School District, Pennsylvania",4333,200,63.5,2.6,59.8,2.7,5.9,1.5
9700000US4212660,4212660,"Kane Area School District, Pennsylvania",6009,225,59.4,2.8,52.5,2.7,10.8,2.9
9700000US4212690,4212690,"Kennett Consolidated School District, Pennsylvania",21286,410,71.3,2.0,68.3,2.0,4.0,1.2
9700000US4212720,4212720,"Keystone School District, Pennsylvania",6109,219,60.4,2.1,56.4,2.1,6.6,1.5
9700000US4212725,4212725,"Keystone Central School District, Pennsylvania",30514,340,57.1,1.4,52.7,1.3,7.6,0.9
9700000US4212750,4212750,"Keystone Oaks School District, Pennsylvania",17846,278,70.2,2.0,66.7,2.0,5.0,1.2
9700000US4212840,4212840,"Kiski Area School District, Pennsylvania",24146,391,57.2,1.6,52.9,1.8,7.6,1.5
9700000US4212930,4212930,"Kutztown Area School District, Pennsylvania",16322,284,60.4,2.1,51.9,2.3,14.1,2.6
9700000US4212990,4212990,"Lackawanna Trail School District, Pennsylvania",7110,335,64.9,2.3,60.4,2.2,6.7,1.2
9700000US4213020,4213020,"Lake-Lehman School District, Pennsylvania",14288,273,54.0,1.8,50.8,1.7,5.6,1.2
9700000US4213050,4213050,"Lakeland School District, Pennsylvania",10500,286,61.0,2.9,56.9,2.9,6.6,1.7
9700000US4213080,4213080,"Lakeview School District, Pennsylvania",6763,199,61.1,1.6,56.3,1.8,7.7,1.4
9700000US4213110,4213110,"Lampeter-Strasburg School District, Pennsylvania",18247,416,59.2,2.0,55.0,2.1,7.0,2.3
9700000US4213140,4213140,"Lancaster School District, Pennsylvania",59215,679,63.6,1.7,54.3,1.5,14.5,1.3
9700000US4213290,4213290,"Homer-Center School District, Pennsylvania",5133,216,57.1,4.3,52.3,4.6,8.4,3.8
9700000US4213320,4213320,"Laurel Highlands School District, Pennsylvania",19441,291,54.8,2.0,50.1,2.3,8.6,2.4
9700000US4213380,4213380,"Laurel School District, Pennsylvania",6428,236,65.9,2.9,60.2,3.0,8.7,2.1
9700000US4213440,4213440,"Lebanon School District, Pennsylvania",19993,349,64.9,2.3,55.4,2.5,14.2,2.4
9700000US4213470,4213470,"Leechburg Area School District, Pennsylvania",4856,223,58.8,3.1,53.2,3.4,9.6,3.4
9700000US4213500,4213500,"Lehighton Area School District, Pennsylvania",14818,234,61.6,2.3,55.8,2.6,9.4,2.6
9700000US4213590,4213590,"Lewisburg Area School District, Pennsylvania",16457,285,46.3,2.4,42.6,2.4,8.0,3.1
9700000US4213710,4213710,"Ligonier Valley School District, Pennsylvania",13417,377,55.0,2.2,50.9,2.2,7.4,1.4
9700000US4213770,4213770,"Penn Cambria School District, Pennsylvania",14483,333,47.4,2.1,43.4,2.0,8.3,1.3
9700000US4213980,4213980,"Littlestown Area School District, Pennsylvania",11907,437,70.6,2.4,66.2,2.4,5.8,1.3
9700000US4214100,4214100,"Lower Dauphin School District, Pennsylvania",19626,301,69.5,2.0,65.6,2.3,5.6,1.7
9700000US4214160,4214160,"Lower Merion School District, Pennsylvania",49994,432,63.8,1.3,60.4,1.4,5.2,0.8
9700000US4214190,4214190,"Lower Moreland Township School District, Pennsylvania",10523,155,60.2,2.6,56.7,2.6,5.5,1.4
9700000US4214250,4214250,"Methacton School District, Pennsylvania",27819,430,63.8,1.5,60.7,1.7,4.9,1.0
9700000US4214310,4214310,"Loyalsock Township School District, Pennsylvania",9664,241,50.9,3.2,48.3,3.4,5.0,1.8
9700000US4214430,4214430,"Mahanoy Area School District, Pennsylvania",9885,248,34.7,2.7,30.5,3.0,12.2,3.3
9700000US4214460,4214460,"Line Mountain School District, Pennsylvania",7042,239,61.7,2.1,57.3,2.2,7.1,1.2
9700000US4214550,4214550,"Manheim Central School District, Pennsylvania",19693,336,68.9,2.2,64.6,2.4,6.1,1.6
9700000US4214580,4214580,"Manheim Township School District, Pennsylvania",30727,429,62.8,1.7,58.8,1.8,6.1,1.4
9700000US4214730,4214730,"Marion Center Area School District, Pennsylvania",8303,295,62.9,2.2,58.4,2.5,7.1,1.7
9700000US4214760,4214760,"Marple Newtown School District, Pennsylvania",29281,358,61.1,1.6,57.1,1.5,6.5,1.3
9700000US4214790,4214790,"Mars Area School District, Pennsylvania",15000,401,67.5,2.5,65.2,2.6,3.1,1.1
9700000US4214850,4214850,"Central Fulton School District, Pennsylvania",5082,161,59.5,2.0,53.9,2.2,9.2,2.1
9700000US4214880,4214880,"McGuffey School District, Pennsylvania",10598,263,61.7,2.0,58.0,2.1,6.1,1.3
9700000US4214940,4214940,"McKeesport Area School District, Pennsylvania",25928,413,57.0,1.9,49.9,2.0,12.4,1.8
9700000US4215030,4215030,"Mechanicsburg Area School District, Pennsylvania",23790,339,66.8,1.5,62.1,1.8,7.0,1.5
9700000US4215120,4215120,"Mercer Area School District, Pennsylvania",9162,269,49.7,1.9,46.5,1.9,6.3,1.4
9700000US4215150,4215150,"Meyersdale Area School District, Pennsylvania",5955,226,60.4,2.3,55.6,2.4,8.0,1.9
9700000US4215170,4215170,"Mid Valley School District, Pennsylvania",12781,243,62.5,2.2,58.3,2.4,6.8,1.7
9700000US4215210,4215210,"Midd-West School District, Pennsylvania",13493,306,64.8,1.6,60.0,1.6,7.3,1.1
9700000US4215240,4215240,"Middletown Area School District, Pennsylvania",15159,268,65.8,2.6,61.7,2.7,5.8,1.4
9700000US4215270,4215270,"Midland Borough School District, Pennsylvania",2042,113,45.8,6.2,40.6,6.7,11.4,7.8
9700000US4215290,4215290,"Mifflin County School District, Pennsylvania",34654,184,56.5,1.7,51.5,1.6,8.8,1.4
9700000US4215330,4215330,"Millcreek Township School District, Pennsylvania",43320,433,65.5,1.4,60.7,1.4,7.3,1.1
9700000US4215360,4215360,"Millersburg Area School District, Pennsylvania",5642,206,60.0,3.9,56.2,3.8,6.3,2.4
9700000US4215450,4215450,"Millville Area School District, Pennsylvania",4480,172,60.4,2.6,56.7,2.7,6.1,1.8
9700000US4215480,4215480,"Milton Area School District, Pennsylvania",13738,274,65.0,3.0,58.4,3.2,10.0,2.3
9700000US4215510,4215510,"Minersville Area School District, Pennsylvania",7151,242,62.1,2.7,54.1,3.7,12.7,4.5
9700000US4215540,4215540,"Mohawk Area School District, Pennsylvania",8756,226,61.2,2.3,55.7,2.4,9.1,2.0
9700000US4215600,4215600,"Monessen City School District, Pennsylvania",6395,168,52.3,3.1,47.9,3.2,8.4,3.1
9700000US4215660,4215660,"Montgomery Area School District, Pennsylvania",6252,207,51.2,2.1,46.8,2.4,8.4,2.0
9700000US4215720,4215720,"Montour School District, Pennsylvania",21563,242,69.9,1.9,65.6,1.9,6.1,1.2
9700000US4215750,4215750,"Montoursville Area School District, Pennsylvania",10811,289,65.0,2.0,60.8,2.0,6.4,1.5
9700000US4215810,4215810,"Montrose Area School District, Pennsylvania",9974,276,63.3,2.1,57.2,2.1,9.7,1.5
9700000US4215830,4215830,"Moon Area School District, Pennsylvania",22515,299,67.9,2.0,63.2,1.9,6.7,1.4
9700000US4215900,4215900,"Morrisville Borough School District, Pennsylvania",6719,332,73.9,4.6,65.0,5.0,12.1,3.9
9700000US4215960,4215960,"Moshannon Valley School District, Pennsylvania",7822,221,39.9,2.0,36.2,1.8,9.2,1.6
9700000US4215990,4215990,"Mount Carmel Area School District, Pennsylvania",10434,236,55.7,2.7,50.2,2.7,9.9,1.9
9700000US4216020,4216020,"Mount Union Area School District, Pennsylvania",7875,338,54.9,2.3,48.3,2.6,11.9,2.8
9700000US4216050,4216050,"Mountain View School District, Pennsylvania",7187,298,61.8,2.2,56.6,2.3,8.3,1.7
9700000US4216110,4216110,"Mt. Lebanon School District, Pennsylvania",26195,446,64.2,1.5,61.1,1.6,4.8,1.1
9700000US4216170,4216170,"Mount Pleasant Area School District, Pennsylvania",15230,331,60.8,1.9,55.9,2.2,8.0,1.8
9700000US4216200,4216200,"Muhlenberg School District, Pennsylvania",19310,270,66.6,1.9,61.4,2.1,7.5,1.7
9700000US4216230,4216230,"Muncy School District, Pennsylvania",5942,302,60.8,3.3,57.5,3.4,5.4,1.8
9700000US4216290,4216290,"Greater Nanticoke Area School District, Pennsylvania",15796,359,54.6,2.1,49.4,2.2,9.5,1.7
9700000US4216380,4216380,"Nazareth Area School District, Pennsylvania",22540,260,65.1,1.8,60.0,1.9,7.7,1.4
9700000US4216410,4216410,"Neshaminy School District, Pennsylvania",57907,583,69.9,1.3,63.8,1.4,8.7,1.1
9700000US4216440,4216440,"Neshannock Township School District, Pennsylvania",7993,166,61.6,3.4,58.1,3.3,5.7,2.6
9700000US4216500,4216500,"Woodland Hills School District, Pennsylvania",39432,581,63.7,1.4,57.6,1.5,9.6,1.2
9700000US4216530,4216530,"New Brighton Area School District, Pennsylvania",8776,275,60.6,3.5,55.6,3.7,8.2,1.9
9700000US4216620,4216620,"New Castle Area School District, Pennsylvania",19324,337,52.2,2.2,46.3,2.1,11.4,2.1
9700000US4216740,4216740,"New Kensington-Arnold School District, Pennsylvania",14503,297,56.8,2.1,49.7,2.3,12.5,2.6
9700000US4216860,4216860,"New Hope-Solebury School District, Pennsylvania",9197,181,68.0,3.4,65.5,3.5,3.7,1.3
9700000US4216890,4216890,"Newport School District, Pennsylvania",5940,183,66.2,2.3,61.6,2.3,7.0,1.5
9700000US4216980,4216980,"Norristown Area School District, Pennsylvania",52130,560,70.3,1.2,63.4,1.3,9.7,1.0
9700000US4217010,4217010,"North Allegheny School District, Pennsylvania",39880,364,66.4,1.3,63.6,1.3,4.3,0.9
9700000US4217100,4217100,"Moniteau School District, Pennsylvania",7770,212,63.4,1.9,58.6,1.9,7.5,1.5
9700000US4217130,4217130,"North Clarion County School District, Pennsylvania",3860,207,62.9,3.7,56.8,3.5,9.8,4.5
9700000US4217160,4217160,"North East School District, Pennsylvania",8239,209,65.2,2.9,58.0,3.1,11.0,3.4
9700000US4217220,4217220,"North Hills School District, Pennsylvania",32044,303,68.7,1.5,65.3,1.7,4.8,1.1
9700000US4217280,4217280,"North Penn School District, Pennsylvania",80253,591,70.8,1.1,66.1,1.0,6.6,0.6
9700000US4217310,4217310,"North Pocono School District, Pennsylvania",16771,480,63.1,2.3,58.6,2.1,7.1,1.5
9700000US4217370,4217370,"Northampton Area School District, Pennsylvania",34118,353,67.9,1.3,63.0,1.5,7.2,1.2
9700000US4217430,4217430,"Riverside Beaver County School District, Pennsylvania",8709,176,65.0,2.9,60.7,3.1,6.6,2.3
9700000US4217460,4217460,"Northeast Bradford School District, Pennsylvania",4278,228,60.7,2.2,56.9,2.3,6.2,1.7
9700000US4217520,4217520,"Northeastern York School District, Pennsylvania",18198,478,70.5,2.2,63.7,2.5,9.6,2.0
9700000US4217580,4217580,"Northern Bedford County School District, Pennsylvania",5387,186,64.2,1.9,59.4,1.9,7.3,1.9
9700000US4217610,4217610,"Northern Cambria School District, Pennsylvania",6351,191,60.2,3.0,54.9,3.3,8.8,2.5
9700000US4217640,4217640,"Northern Lebanon School District, Pennsylvania",13797,282,71.3,1.9,66.1,2.1,6.3,1.7
9700000US4217670,4217670,"Northern Lehigh School District, Pennsylvania",10672,220,68.2,2.5,61.0,3.0,10.4,3.2
9700000US4217700,4217700,"Northern Potter School District, Pennsylvania",3598,150,56.1,2.9,52.1,3.0,7.0,1.8
9700000US4217730,4217730,"Northern Tioga School District, Pennsylvania",11672,919,56.2,1.6,51.2,1.8,8.9,1.6
9700000US4217760,4217760,"Northern York County School District, Pennsylvania",17292,275,72.6,1.9,67.8,2.1,5.9,1.6
9700000US4217770,4217770,"Northgate School District, Pennsylvania",11137,196,69.3,2.8,63.9,2.9,7.7,1.9
9700000US4217790,4217790,"Northwest Area School District, Pennsylvania",7489,250,57.4,2.2,52.2,2.3,9.1,1.8
9700000US4217850,4217850,"Northwestern Lehigh School District, Pennsylvania",11942,193,72.4,2.1,67.7,2.2,6.3,1.6
9700000US4217880,4217880,"Northwestern School District, Pennsylvania",10141,212,47.6,2.4,44.1,2.3,7.5,1.9
9700000US4217940,4217940,"Norwin School District, Pennsylvania",28801,361,67.2,1.6,63.1,1.6,6.0,1.2
9700000US4218030,4218030,"Octorara Area School District, Pennsylvania",13378,297,69.1,1.8,64.3,2.1,7.0,1.4
9700000US4218090,4218090,"Oil City Area School District, Pennsylvania",11902,263,59.4,1.8,53.0,1.9,10.6,1.9
9700000US4218120,4218120,"Old Forge School District, Pennsylvania",7043,179,63.4,3.6,55.5,4.3,12.4,3.9
9700000US4218150,4218150,"Oley Valley School District, Pennsylvania",10935,378,70.2,3.2,65.5,3.2,6.2,1.7
9700000US4218210,4218210,"Oswayo Valley School District, Pennsylvania",2566,174,51.7,2.7,47.2,3.1,8.7,3.2
9700000US4218240,4218240,"Otto-Eldred School District, Pennsylvania",3283,182,58.8,2.7,52.6,2.6,10.6,2.0
9700000US4218270,4218270,"Owen J. Roberts School District, Pennsylvania",25820,447,68.7,1.9,63.8,1.9,7.1,1.0
9700000US4218300,4218300,"Oxford Area School District, Pennsylvania",18600,406,66.7,2.1,61.7,2.3,7.2,1.6
9700000US4218330,4218330,"Palisades School District, Pennsylvania",12686,233,68.4,2.8,61.9,2.9,9.2,1.8
9700000US4218360,4218360,"Palmerton Area School District, Pennsylvania",11824,314,63.1,3.1,58.4,3.5,7.3,2.3
9700000US4218390,4218390,"Palmyra Area School District, Pennsylvania",18192,278,64.0,2.4,61.0,2.4,4.4,1.2
9700000US4218450,4218450,"Panther Valley School District, Pennsylvania",10072,266,56.4,2.9,46.3,3.2,17.7,3.4
9700000US4218510,4218510,"Parkland School District, Pennsylvania",44864,394,67.0,1.4,62.1,1.6,7.2,1.1
9700000US4218570,4218570,"Pen Argyl Area School District, Pennsylvania",10062,184,66.7,2.4,60.7,2.7,9.0,2.4
9700000US4218580,4218580,"Penn-Delco School District, Pennsylvania",21748,340,66.4,1.7,61.1,2.0,8.0,1.5
9700000US4218590,4218590,"Penn Hills School District, Pennsylvania",35364,409,64.5,1.6,58.9,1.9,8.6,1.6
9700000US4218630,4218630,"Penn Manor School District, Pennsylvania",34426,312,68.8,1.5,64.4,1.7,6.4,1.0
9700000US4218660,4218660,"Penn-Trafford School District, Pennsylvania",21102,433,66.2,2.1,63.2,2.3,4.5,1.2
9700000US4218740,4218740,"Penncrest School District, Pennsylvania",19811,288,59.5,1.4,55.1,1.5,7.4,1.3
9700000US4218750,4218750,"Pennridge School District, Pennsylvania",39297,468,70.3,1.3,64.8,1.3,7.7,0.9
9700000US4218780,4218780,"Penns Manor Area School District, Pennsylvania",4759,227,62.0,3.1,57.0,3.2,8.1,2.2
