GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
9700000US4215120,4215120,"Mercer Area School District, Pennsylvania",4105,133,3747,143,358,79
9700000US4215150,4215150,"Meyersdale Area School District, Pennsylvania",3273,72,2722,99,551,98
9700000US4215170,4215170,"Mid Valley School District, Pennsylvania",7347,244,6621,222,726,218
9700000US4215210,4215210,"Midd-West School District, Pennsylvania",7173,191,6404,195,769,104
9700000US4215240,4215240,"Middletown Area School District, Pennsylvania",8103,275,7336,286,767,220
9700000US4215270,4215270,"Midland Borough School District, Pennsylvania",1368,141,1130,110,238,118
9700000US4215290,4215290,"Mifflin County School District, Pennsylvania",19939,195,17446,360,2493,328
9700000US4215330,4215330,"Millcreek Township School District, Pennsylvania",23739,417,22326,395,1413,308
9700000US4215360,4215360,"Millersburg Area School District, Pennsylvania",3190,215,2930,184,260,124
9700000US4215450,4215450,"Millville Area School District, Pennsylvania",2443,77,2258,74,185,55
9700000US4215480,4215480,"Milton Area School District, Pennsylvania",7761,286,7150,238,611,185
9700000US4215510,4215510,"Minersville Area School District, Pennsylvania",4440,167,3829,148,611,156
9700000US4215540,4215540,"Mohawk Area School District, Pennsylvania",4682,153,4275,149,407,110
9700000US4215600,4215600,"Monessen City School District, Pennsylvania",4345,222,3603,201,742,167
9700000US4215660,4215660,"Montgomery Area School District, Pennsylvania",2555,119,2305,135,250,65
9700000US4215720,4215720,"Montour School District, Pennsylvania",11942,268,11166,226,776,215
9700000US4215750,4215750,"Montoursville Area School District, Pennsylvania",6170,219,5562,218,608,137
9700000US4215810,4215810,"Montrose Area School District, Pennsylvania",6156,140,4813,164,1343,116
9700000US4215830,4215830,"Moon Area School District, Pennsylvania",11526,392,10913,371,613,222
9700000US4215900,4215900,"Morrisville Borough School District, Pennsylvania",3940,286,3586,262,354,144
9700000US4215960,4215960,"Moshannon Valley School District, Pennsylvania",3335,146,2696,159,639,78
9700000US4215990,4215990,"Mount Carmel Area School District, Pennsylvania",7098,242,5750,237,1348,220
9700000US4216020,4216020,"Mount Union Area School District, Pennsylvania",5165,203,4063,195,1102,115
9700000US4216050,4216050,"Mountain View School District, Pennsylvania",4536,127,3492,145,1044,116
9700000US4216110,4216110,"Mt. Lebanon School District, Pennsylvania",14520,327,13920,323,600,188
9700000US4216170,4216170,"Mount Pleasant Area School District, Pennsylvania",8632,256,7628,231,1004,193
9700000US4216200,4216200,"Muhlenberg School District, Pennsylvania",9900,241,9382,221,518,182
9700000US4216230,4216230,"Muncy School District, Pennsylvania",3180,170,2983,168,197,101
9700000US4216290,4216290,"Greater Nanticoke Area School District, Pennsylvania",9155,318,7814,292,1341,213
9700000US4216380,4216380,"Nazareth Area School District, Pennsylvania",10403,227,9948,217,455,212
9700000US4216410,4216410,"Neshaminy School District, Pennsylvania",26973,466,25311,441,1662,343
9700000US4216440,4216440,"Neshannock Township School District, Pennsylvania",4614,179,4326,190,288,140
9700000US4216500,4216500,"Woodland Hills School District, Pennsylvania",26387,592,22048,536,4339,428
9700000US4216530,4216530,"New Brighton Area School District, Pennsylvania",5202,230,4676,204,526,139
9700000US4216620,4216620,"New Castle Area School District, Pennsylvania",11859,316,10106,310,1753,238
9700000US4216740,4216740,"New Kensington-Arnold School District, Pennsylvania",9820,319,8270,257,1550,212
9700000US4216860,4216860,"New Hope-Solebury School District, Pennsylvania",5354,206,4673,149,681,173
9700000US4216890,4216890,"Newport School District, Pennsylvania",3433,87,3119,111,314,78
9700000US4216980,4216980,"Norristown Area School District, Pennsylvania",28838,568,25802,520,3036,379
9700000US4217010,4217010,"North Allegheny School District, Pennsylvania",20528,366,19158,392,1370,312
9700000US4217100,4217100,"Moniteau School District, Pennsylvania",4007,142,3681,128,326,87
9700000US4217130,4217130,"North Clarion County School District, Pennsylvania",3404,79,1945,96,1459,103
9700000US4217160,4217160,"North East School District, Pennsylvania",4259,160,4068,153,191,100
9700000US4217220,4217220,"North Hills School District, Pennsylvania",18200,320,17012,334,1188,244
9700000US4217280,4217280,"North Penn School District, Pennsylvania",40299,556,38724,496,1575,340
9700000US4217310,4217310,"North Pocono School District, Pennsylvania",10739,275,7812,261,2927,220
9700000US4217370,4217370,"Northampton Area School District, Pennsylvania",17186,391,16191,341,995,236
9700000US4217430,4217430,"Riverside Beaver County School District, Pennsylvania",4458,235,4198,203,260,149
9700000US4217460,4217460,"Northeast Bradford School District, Pennsylvania",2751,92,2115,92,636,75
9700000US4217520,4217520,"Northeastern York School District, Pennsylvania",9386,298,8689,307,697,217
9700000US4217580,4217580,"Northern Bedford County School District, Pennsylvania",2764,84,2476,86,288,63
9700000US4217610,4217610,"Northern Cambria School District, Pennsylvania",3549,125,3193,115,356,107
9700000US4217640,4217640,"Northern Lebanon School District, Pennsylvania",6845,199,6492,187,353,113
9700000US4217670,4217670,"Northern Lehigh School District, Pennsylvania",5368,165,5127,137,241,116
9700000US4217700,4217700,"Northern Potter School District, Pennsylvania",2529,73,1764,85,765,64
9700000US4217730,4217730,"Northern Tioga School District, Pennsylvania",7106,197,6006,199,1100,110
9700000US4217760,4217760,"Northern York County School District, Pennsylvania",8848,259,8373,236,475,164
9700000US4217770,4217770,"Northgate School District, Pennsylvania",7515,247,6553,209,962,185
9700000US4217790,4217790,"Northwest Area School District, Pennsylvania",4093,74,3447,100,646,106
9700000US4217850,4217850,"Northwestern Lehigh School District, Pennsylvania",6065,180,5704,164,361,144
9700000US4217880,4217880,"Northwestern School District, Pennsylvania",4255,181,3875,158,380,96
9700000US4217940,4217940,"Norwin School District, Pennsylvania",15418,313,14385,280,1033,248
9700000US4218030,4218030,"Octorara Area School District, Pennsylvania",6444,226,6075,211,369,101
9700000US4218090,4218090,"Oil City Area School District, Pennsylvania",7055,243,6051,173,1004,196
9700000US4218120,4218120,"Old Forge School District, Pennsylvania",3833,219,3695,206,138,92
9700000US4218150,4218150,"Oley Valley School District, Pennsylvania",5347,215,5129,207,218,136
9700000US4218210,4218210,"Oswayo Valley School District, Pennsylvania",1803,78,1277,84,526,65
9700000US4218240,4218240,"Otto-Eldred School District, Pennsylvania",1922,89,1720,94,202,53
9700000US4218270,4218270,"Owen J. Roberts School District, Pennsylvania",12765,299,12221,273,544,181
9700000US4218300,4218300,"Oxford Area School District, Pennsylvania",8026,300,7775,272,251,117
9700000US4218330,4218330,"Palisades School District, Pennsylvania",6630,229,5816,205,814,169
9700000US4218360,4218360,"Palmerton Area School District, Pennsylvania",6442,272,5887,266,555,213
9700000US4218390,4218390,"Palmyra Area School District, Pennsylvania",9840,260,9512,228,328,178
9700000US4218450,4218450,"Panther Valley School District, Pennsylvania",6370,197,5301,219,1069,202
9700000US4218510,4218510,"Parkland School District, Pennsylvania",22222,404,21171,377,1051,259
9700000US4218570,4218570,"Pen Argyl Area School District, Pennsylvania",5174,182,4898,165,276,135
9700000US4218580,4218580,"Penn-Delco School District, Pennsylvania",10629,279,10211,244,418,160
9700000US4218590,4218590,"Penn Hills School District, Pennsylvania",20145,484,18347,379,1798,327
9700000US4218630,4218630,"Penn Manor School District, Pennsylvania",16503,399,15657,340,846,206
9700000US4218660,4218660,"Penn-Trafford School District, Pennsylvania",10543,362,10044,311,499,158
9700000US4218740,4218740,"Penncrest School District, Pennsylvania",10429,215,8987,218,1442,163
9700000US4218750,4218750,"Pennridge School District, Pennsylvania",19046,368,18136,336,910,217
9700000US4218780,4218780,"Penns Manor Area School District, Pennsylvania",2679,116,2347,97,332,81
9700000US4218810,4218810,"Penns Valley Area School District, Pennsylvania",5920,195,4857,183,1063,145
9700000US4218840,4218840,"Pennsbury School District, Pennsylvania",27841,423,26407,375,1434,289
9700000US4218900,4218900,"Pequea Valley School District, Pennsylvania",6461,268,6194,229,267,129
9700000US4218930,4218930,"Perkiomen Valley School District, Pennsylvania",12588,346,12089,331,499,194
9700000US4218960,4218960,"Peters Township School District, Pennsylvania",7527,258,7456,241,71,74
9700000US4218990,4218990,"Philadelphia City School District, Pennsylvania",668806,926,580017,2572,88789,2617
9700000US4219020,4219020,"Philipsburg-Osceola Area School District, Pennsylvania",7420,282,6409,237,1011,197
9700000US4219050,4219050,"Phoenixville Area School District, Pennsylvania",14011,417,13314,367,697,212
9700000US4219140,4219140,"Pine Grove Area School District, Pennsylvania",5136,141,4592,170,544,124
9700000US4219170,4219170,"Pittsburgh School District, Pennsylvania",157819,1382,134348,1253,23471,1020
9700000US4219200,4219200,"Pittston Area School District, Pennsylvania",13196,364,11908,323,1288,260
9700000US4219290,4219290,"Pleasant Valley School District, Pennsylvania",13239,524,11770,458,1469,338
9700000US4219350,4219350,"Plum Borough School District, Pennsylvania",11398,250,10768,235,630,193
9700000US4219470,4219470,"Colonial School District, Pennsylvania",17976,404,17056,347,920,225
9700000US4219500,4219500,"Pocono Mountain School District, Pennsylvania",36157,784,22334,636,13823,723
9700000US4219530,4219530,"Port Allegany School District, Pennsylvania",2978,119,2446,126,532,84
9700000US4219560,4219560,"Portage Area School District, Pennsylvania",2831,157,2658,128,173,98
9700000US4219650,4219650,"Pottsgrove School District, Pennsylvania",8153,226,7787,211,366,116
9700000US4219680,4219680,"Pottstown School District, Pennsylvania",10728,380,9734,338,994,245
9700000US4219710,4219710,"Pottsville Area School District, Pennsylvania",9923,338,8526,297,1397,279
9700000US4219800,4219800,"Punxsutawney Area School District, Pennsylvania",9482,158,8198,203,1284,191
9700000US4219830,4219830,"Purchase Line School District, Pennsylvania",3377,155,2813,138,564,94
9700000US4219860,4219860,"Quaker Valley School District, Pennsylvania",6503,169,5959,155,544,125
9700000US4219890,4219890,"Quakertown Community School District, Pennsylvania",14056,291,13497,250,559,199
9700000US4219920,4219920,"Radnor Township School District, Pennsylvania",10616,361,9759,365,857,241
9700000US4220040,4220040,"Reading School District, Pennsylvania",35726,696,31005,662,4721,538
9700000US4220100,4220100,"Red Lion Area School District, Pennsylvania",15561,357,14612,340,949,220
9700000US4220130,4220130,"Redbank Valley School District, Pennsylvania",4012,117,3411,118,601,100
9700000US4220220,4220220,"Reynolds School District, Pennsylvania",4400,245,4152,233,248,127
9700000US4220250,4220250,"Richland School District, Pennsylvania",6106,218,5796,224,310,135
9700000US4220310,4220310,"Ridgway Area School District, Pennsylvania",3855,155,2864,135,991,136
9700000US4220370,4220370,"Ridley School District, Pennsylvania",17106,365,16020,323,1086,248
9700000US4220400,4220400,"Ringgold School District, Pennsylvania",12627,336,11035,257,1592,273
9700000US4220430,4220430,"Riverview School District, Pennsylvania",4504,162,4128,148,376,145
9700000US4220460,4220460,"Rochester Area School District, Pennsylvania",3476,218,3078,187,398,119
9700000US4220520,4220520,"Rockwood Area School District, Pennsylvania",3917,78,2301,86,1616,100
9700000US4220550,4220550,"Rose Tree Media School District, Pennsylvania",14894,317,13883,282,1011,238
9700000US4220580,4220580,"South Fayette Township School District, Pennsylvania",6012,256,5603,241,409,162
9700000US4220640,4220640,"St. Marys Area School District, Pennsylvania",9837,164,8024,201,1813,192
9700000US4220730,4220730,"Salisbury Township School District, Pennsylvania",5337,204,5164,177,173,89
9700000US4220760,4220760,"Salisbury-Elk Lick School District, Pennsylvania",1273,38,1058,56,215,52
9700000US4220850,4220850,"Sayre Area School District, Pennsylvania",3979,208,3452,193,527,145
9700000US4220910,4220910,"Schuylkill Haven Area School District, Pennsylvania",3764,178,3344,154,420,146
9700000US4220970,4220970,"Schuylkill Valley School District, Pennsylvania",5186,281,4829,247,357,132
9700000US4221090,4221090,"Scranton School District, Pennsylvania",33620,540,29249,483,4371,489
9700000US4221120,4221120,"Selinsgrove Area School District, Pennsylvania",8879,200,7993,224,886,226
9700000US4221150,4221150,"Yough School District, Pennsylvania",7330,242,6717,226,613,155
9700000US4221180,4221180,"Shade-Central City School District, Pennsylvania",1901,92,1546,85,355,60
9700000US4221200,4221200,"Shaler Area School District, Pennsylvania",17763,350,16461,340,1302,250
9700000US4221240,4221240,"Shamokin Area School District, Pennsylvania",10016,286,8051,297,1965,245
9700000US4221270,4221270,"Shanksville-Stonycreek School District, Pennsylvania",1743,44,1143,68,600,59
9700000US4221330,4221330,"Sharon City School District, Pennsylvania",7283,297,6009,254,1274,210
9700000US4221420,4221420,"Sharpsville Area School District, Pennsylvania",3420,166,3084,125,336,125
9700000US4221490,4221490,"Shenandoah Valley School District, Pennsylvania",4519,240,3275,171,1244,205
9700000US4221510,4221510,"Shenango Area School District, Pennsylvania",3237,183,3093,181,144,97
9700000US4221540,4221540,"Shikellamy School District, Pennsylvania",10527,242,9700,233,827,217
9700000US4221570,4221570,"Shippensburg Area School District, Pennsylvania",11118,380,10206,338,912,228
9700000US4221660,4221660,"Slippery Rock Area School District, Pennsylvania",8507,316,7709,293,798,190
9700000US4221690,4221690,"Smethport Area School District, Pennsylvania",3458,130,2389,128,1069,100
9700000US4221810,4221810,"Solanco School District, Pennsylvania",11430,337,10885,336,545,175
9700000US4221840,4221840,"Somerset Area School District, Pennsylvania",9156,239,7219,255,1937,218
9700000US4221870,4221870,"Souderton Area School District, Pennsylvania",17289,361,16729,295,560,199
9700000US4221910,4221910,"South Allegheny School District, Pennsylvania",5816,218,5078,175,738,152
9700000US4221930,4221930,"South Butler County School District, Pennsylvania",7857,219,7430,216,427,135
9700000US4222050,4222050,"South Middleton School District, Pennsylvania",6061,253,5821,230,240,136
9700000US4222060,4222060,"South Park School District, Pennsylvania",5871,208,5410,182,461,168
9700000US4222140,4222140,"South Williamsport Area School District, Pennsylvania",4250,172,3978,164,272,127
9700000US4222170,4222170,"South Eastern School District, Pennsylvania",7916,312,7161,280,755,196
9700000US4222200,4222200,"Southeastern Greene School District, Pennsylvania",2137,74,1854,97,283,72
9700000US4222230,4222230,"South Side Area School District, Pennsylvania",2760,88,2580,78,180,84
9700000US4222260,4222260,"Southern Columbia Area School District, Pennsylvania",5165,166,4439,168,726,129
9700000US4222290,4222290,"Southern Fulton School District, Pennsylvania",2603,61,2145,77,458,84
9700000US4222320,4222320,"Southern Huntingdon County School District, Pennsylvania",4325,102,3061,133,1264,115
9700000US4222350,4222350,"Southern Lehigh School District, Pennsylvania",7551,285,7177,271,374,151
9700000US4222370,4222370,"Southern Tioga School District, Pennsylvania",7658,320,5972,341,1686,137
9700000US4222380,4222380,"Southern York County School District, Pennsylvania",8261,249,7985,214,276,137
9700000US4222400,4222400,"Southeast Delco School District, Pennsylvania",12200,354,11109,302,1091,244
9700000US4222410,4222410,"Southmoreland School District, Pennsylvania",6902,242,6374,226,528,151
9700000US4222440,4222440,"Seneca Valley School District, Pennsylvania",19311,298,18326,325,985,245
9700000US4222470,4222470,"South Western School District, Pennsylvania",10512,296,9924,287,588,208
9700000US4222530,4222530,"Spring Cove School District, Pennsylvania",6234,208,5876,197,358,115
9700000US4222560,4222560,"Spring-Ford Area School District, Pennsylvania",18840,303,17986,295,854,229
9700000US4222590,4222590,"Spring Grove Area School District, Pennsylvania",10759,255,10179,254,580,168
9700000US4222600,4222600,"Springfield School District, Pennsylvania",10064,202,9720,192,344,101
9700000US4222620,4222620,"Springfield Township School District, Pennsylvania",7586,186,7355,170,231,114
9700000US4222710,4222710,"Saint Clair Area School District, Pennsylvania",3349,151,3016,135,333,105
9700000US4222740,4222740,"Tuscarora School District, Pennsylvania",7633,287,6834,252,799,216
9700000US4222770,4222770,"State College Area School District, Pennsylvania",35634,514,32865,564,2769,406
9700000US4222790,4222790,"Steel Valley School District, Pennsylvania",8855,316,7494,255,1361,240
9700000US4222800,4222800,"Steelton-Highspire School District, Pennsylvania",3504,223,3154,182,350,164
9700000US4222830,4222830,"Sto-Rox School District, Pennsylvania",6695,310,5614,238,1081,185
9700000US4222860,4222860,"Stroudsburg Area School District, Pennsylvania",14366,513,12442,419,1924,382
9700000US4222920,4222920,"Sullivan County School District, Pennsylvania",6296,64,2402,124,3894,117
9700000US4222980,4222980,"Susquehanna Community School District, Pennsylvania",3021,82,2101,115,920,90
9700000US4223010,4223010,"Susquehanna Township School District, Pennsylvania",11455,328,10629,281,826,243
9700000US4223040,4223040,"Susquenita School District, Pennsylvania",6587,191,6182,196,405,94
9700000US4223220,4223220,"Tamaqua Area School District, Pennsylvania",7881,244,6972,220,909,255
9700000US4223250,4223250,"Riverside School District, Pennsylvania",5355,239,4970,240,385,171
9700000US4223490,4223490,"Titusville Area School District, Pennsylvania",6420,190,5505,173,915,126
9700000US4223550,4223550,"Towanda Area School District, Pennsylvania",5224,138,4279,152,945,131
9700000US4223640,4223640,"Tredyffrin-Easttown School District, Pennsylvania",16403,334,15841,282,562,172
9700000US4223700,4223700,"Tri-Valley School District, Pennsylvania",3037,154,2663,114,374,98
9700000US4223760,4223760,"Trinity Area School District, Pennsylvania",11960,348,11087,279,873,225
9700000US4223790,4223790,"Troy Area School District, Pennsylvania",4944,106,3929,136,1015,103
9700000US4223820,4223820,"Tulpehocken Area School District, Pennsylvania",4403,194,4193,195,210,78
9700000US4223850,4223850,"Tunkhannock Area School District, Pennsylvania",8981,128,7493,173,1488,145
9700000US4223880,4223880,"Turkeyfoot Valley Area School District, Pennsylvania",1995,59,1165,66,830,71
9700000US4223970,4223970,"Tussey Mountain School District, Pennsylvania",4129,132,2973,134,1156,116
9700000US4224000,4224000,"Twin Valley School District, Pennsylvania",9078,295,8615,255,463,178
9700000US4224030,4224030,"Tyrone Area School District, Pennsylvania",5669,184,5066,179,603,134
9700000US4224060,4224060,"Union Area School District, Pennsylvania",2539,132,2332,124,207,104
9700000US4224090,4224090,"Union City Area School District, Pennsylvania",3560,155,2561,135,999,139
9700000US4224120,4224120,"Union School District, Pennsylvania",1947,94,1683,85,264,54
9700000US4224150,4224150,"Uniontown Area School District, Pennsylvania",11503,413,9284,372,2219,269
9700000US4224210,4224210,"Unionville-Chadds Ford School District, Pennsylvania",8753,257,8382,220,371,118
9700000US4224240,4224240,"United School District, Pennsylvania",3377,100,3161,99,216,75
9700000US4224300,4224300,"Upper Adams School District, Pennsylvania",4333,183,4006,170,327,115
9700000US4224320,4224320,"Upper Darby School District, Pennsylvania",36686,627,33150,573,3536,363
9700000US4224360,4224360,"Upper Dauphin Area School District, Pennsylvania",4076,122,3581,126,495,93
9700000US4224390,4224390,"Upper Dublin School District, Pennsylvania",9819,226,9312,251,507,145
9700000US4224480,4224480,"Upper Merion Area School District, Pennsylvania",15838,368,14820,354,1018,219
9700000US4224510,4224510,"Upper Moreland Township School District, Pennsylvania",10580,295,9755,270,825,209
9700000US4224540,4224540,"Upper Perkiomen School District, Pennsylvania",8897,241,8344,234,553,167
9700000US4224570,4224570,"Upper Saint Clair School District, Pennsylvania",7239,193,6985,164,254,114
9700000US4224630,4224630,"Valley Grove School District, Pennsylvania",3014,177,2733,162,281,114
9700000US4224650,4224650,"Valley View School District, Pennsylvania",8235,329,7501,293,734,229
9700000US4224750,4224750,"Wallenpaupack Area School District, Pennsylvania",22191,417,10250,282,11941,431
9700000US4224790,4224790,"Wallingford-Swarthmore School District, Pennsylvania",8134,232,7735,235,399,168
9700000US4224820,4224820,"Warren County School District, Pennsylvania",21741,134,16120,244,5621,240
9700000US4224870,4224870,"Warrior Run School District, Pennsylvania",5589,370,5209,370,380,118
9700000US4224960,4224960,"Warwick School District, Pennsylvania",12382,360,11865,311,517,176
9700000US4224970,4224970,"Wayne Highlands School District, Pennsylvania",12261,268,8716,270,3545,239
9700000US4224990,4224990,"Washington School District, Pennsylvania",7460,239,6611,223,849,170
9700000US4225080,4225080,"Wattsburg Area School District, Pennsylvania",4233,136,3935,122,298,96
9700000US4225110,4225110,"Waynesboro Area School District, Pennsylvania",13767,357,12700,310,1067,271
9700000US4225140,4225140,"Weatherly Area School District, Pennsylvania",2616,170,1946,133,670,121
9700000US4225170,4225170,"Wellsboro Area School District, Pennsylvania",6122,815,5044,779,1078,156
9700000US4225200,4225200,"West Allegheny School District, Pennsylvania",9164,277,8494,275,670,223
9700000US4225230,4225230,"West Branch Area School District, Pennsylvania",3617,193,2914,158,703,103
9700000US4225290,4225290,"West Chester Area School District, Pennsylvania",42386,702,40838,603,1548,363
9700000US4225440,4225440,"West Greene School District, Pennsylvania",2502,79,1966,84,536,68
9700000US4225590,4225590,"West Jefferson Hills School District, Pennsylvania",8545,206,8104,219,441,146
9700000US4225650,4225650,"West Middlesex Area School District, Pennsylvania",3072,197,2788,188,284,108
9700000US4225680,4225680,"West Mifflin Area School District, Pennsylvania",10055,405,9055,333,1000,218
9700000US4225740,4225740,"West Perry School District, Pennsylvania",8204,153,7043,158,1161,112
9700000US4225830,4225830,"West Shore School District, Pennsylvania",26931,521,25318,439,1613,384
9700000US4225950,4225950,"Wyoming Valley West School District, Pennsylvania",20755,490,18762,458,1993,361
9700000US4225980,4225980,"West York Area School District, Pennsylvania",10327,249,9932,238,395,159
9700000US4226010,4226010,"Mifflinburg Area School District, Pennsylvania",7562,238,6407,211,1155,140
9700000US4226040,4226040,"Western Beaver County School District, Pennsylvania",2346,103,2158,92,188,93
9700000US4226070,4226070,"Western Wayne School District, Pennsylvania",10162,298,5856,298,4306,295
9700000US4226130,4226130,"Westmont Hilltop School District, Pennsylvania",5868,204,5486,203,382,152
9700000US4226250,4226250,"Whitehall-Coplay School District, Pennsylvania",13119,361,12658,332,461,156
9700000US4226300,4226300,"Wilkes-Barre Area School District, Pennsylvania",28046,599,24106,514,3940,399
9700000US4226370,4226370,"Wilkinsburg Borough School District, Pennsylvania",10065,427,7968,326,2097,238
9700000US4226390,4226390,"William Penn School District, Pennsylvania",17876,450,15682,361,2194,336
9700000US4226400,4226400,"Williams Valley School District, Pennsylvania",3405,84,2873,118,532,97
9700000US4226430,4226430,"Williamsburg Community School District, Pennsylvania",1602,67,1437,65,165,38
9700000US4226460,4226460,"Williamsport Area School District, Pennsylvania",18384,396,16137,392,2247,361
9700000US4226520,4226520,"Wilmington Area School District, Pennsylvania",4469,152,4130,148,339,88
9700000US4226550,4226550,"Wilson Area School District, Pennsylvania",6705,246,6241,213,464,175
9700000US4226580,4226580,"Wilson School District, Pennsylvania",15712,383,15225,404,487,198
9700000US4226610,4226610,"Windber Area School District, Pennsylvania",4185,166,3756,158,429,112
9700000US4226700,4226700,"Wyalusing Area School District, Pennsylvania",4944,114,3456,140,1488,120
9700000US4226730,4226730,"Wyoming Area School District, Pennsylvania",9376,328,8528,307,848,223
9700000US4226760,4226760,"Wyomissing Area School District, Pennsylvania",5422,219,5009,203,413,168
9700000US4226820,4226820,"York City School District, Pennsylvania",18927,562,16161,455,2766,342
9700000US4226850,4226850,"York Suburban School District, Pennsylvania",8643,232,8231,217,412,139
9700000US4299997,4299997,"School District Not Defined, Pennsylvania",0,10,0,10,0,10
